Allergy_Free_Text_Description	Mention	Use Count	DECISION	Comment	RxNorm_CUI	RxNorm_Name	RxNorm_Semantic_Group_Abbreviation	RxNorm_Semantic_Group_Name	NDFRT_Code	NDFRT_Full_Name	NDFRT_Semantic_Group_Abbreviation	NDFRT_Semantic_Group_Name	UNII_Code	UNII_Display_Name
infed	infed	1	Map		5992	Iron-Dextran Complex	CHEM	Chemicals & Drugs	N0000006242	Iron-Dextran Complex [Chemical/Ingredient]	CHEM	Chemicals & Drugs	95HR524N2M	IRON DEXTRAN
influenza shot	influenza shot	1	Map						N0000170909	Influenza Vaccines [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
influenza vaccine	influenza vaccine	1	Map						N0000170909	Influenza Vaccines [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
inh	inh	1	Map		6038	isoniazid	CHEM	Chemicals & Drugs	N0000006318	Isoniazid [Chemical/Ingredient]	CHEM	Chemicals & Drugs	V83O1VOZ8L	ISONIAZID
injectable iodine	injectable iodine	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000007802	Iodine Compounds [Chemical/Ingredient]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
INJECTED STEROIDS	INJECTED STEROIDS	1	Map						N0000175576	Corticosteroid [EPC]	CHEM	Chemicals & Drugs		
innervar	innervar	1	Map		49991	Droperidol / Fentanyl	CHEM	Chemicals & Drugs	N0000021053	DROPERIDOL/FENTANYL	CHEM	Chemicals & Drugs		
Innovar	Innovar	1	Map		49991	Droperidol / Fentanyl	CHEM	Chemicals & Drugs	N0000021053	DROPERIDOL/FENTANYL	CHEM	Chemicals & Drugs		
Insect bites	Insect bites	1	Map	Close map					N0000021104	INSECT	CHEM	Chemicals & Drugs		
insect stings	insect stings	1	Map	Close map					N0000022462	ALLERGENIC EXTRACT, STINGING INSECT VENOMS	CHEM	Chemicals & Drugs		
insulin	insulin	1	Map						N0000183505	Insulins [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
interferon	interferon	1	Map						N0000008154	Interferons [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
intolerance to cough medicine	intolerance to cough medicine	1	Map	Suggest adding text annotation					N0000178319	Antitussive Agent [TC]	CHEM	Chemicals & Drugs		
intravenous dye	intravenous dye	2	Map						N0000180185	Radiographic Contrast Agent [EPC]	CHEM	Chemicals & Drugs		
intravenous push dye	intravenous push dye	1	Map						N0000180185	Radiographic Contrast Agent [EPC]	CHEM	Chemicals & Drugs		
Intugel	Intugel	1	Text annotation only	Meaning unclear										
iodaform guaze	iodaform guaze	1	Map		27748	iodoform	CHEM	Chemicals & Drugs					KXI2J76489	IODOFORM
iodeine	iodeine	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000007802	Iodine Compounds [Chemical/Ingredient]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iodinated contrast	iodinated contrast	2	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000175867	Iodinated Contrast Agent for Radiographic Imaging [EPC]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iodine	iodine	167	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000007802	Iodine Compounds [Chemical/Ingredient]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iodine (iv/topical)	iodine (iv/topical)	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000007802	Iodine Compounds [Chemical/Ingredient]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
Iodine and shellfish, NOT PCN as previously noted	Iodine	2	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000007802	Iodine Compounds [Chemical/Ingredient]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
Iodine and shellfish, NOT PCN as previously noted	shellfish	2	Map						N0000185020	Shellfish Proteins [Chemical/Ingredient]	CHEM	Chemicals & Drugs	1G4F72G3PH	SHELLFISH, UNSPECIFIED
iodine containing compounds	iodine containing compounds	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000007802	Iodine Compounds [Chemical/Ingredient]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iodine contast	iodine contast	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000175867	Iodinated Contrast Agent for Radiographic Imaging [EPC]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iodine contrast	iodine contrast	5	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000175867	Iodinated Contrast Agent for Radiographic Imaging [EPC]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iodine contrast allergy	iodine contrast allergy	4	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000175867	Iodinated Contrast Agent for Radiographic Imaging [EPC]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iodine contrast dye	iodine contrast dye	11	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000175867	Iodinated Contrast Agent for Radiographic Imaging [EPC]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iodine dye	iodine dye	13	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000175867	Iodinated Contrast Agent for Radiographic Imaging [EPC]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iodine dye contrast	iodine dye contrast	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000175867	Iodinated Contrast Agent for Radiographic Imaging [EPC]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iodine for injection	iodine for injection	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000007802	Iodine Compounds [Chemical/Ingredient]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iodine injectable	iodine injectable	2	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000007802	Iodine Compounds [Chemical/Ingredient]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
IODINE INJECTION	IODINE INJECTION	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000007802	Iodine Compounds [Chemical/Ingredient]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
Iodine IV	Iodine IV	3	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000007802	Iodine Compounds [Chemical/Ingredient]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iodine iv contrast	iodine iv contrast	3	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000175867	Iodinated Contrast Agent for Radiographic Imaging [EPC]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iodine iv contrast dye	iodine iv contrast dye	7	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000175867	Iodinated Contrast Agent for Radiographic Imaging [EPC]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
Iodine IV Dye	Iodine IV Dye	2	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000175867	Iodinated Contrast Agent for Radiographic Imaging [EPC]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iodine po	iodine po	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000007802	Iodine Compounds [Chemical/Ingredient]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iodine potassium dye	iodine potassium dye	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000007802	Iodine Compounds [Chemical/Ingredient]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
IODINE VIA IV	IODINE VIA IV	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000175867	Iodinated Contrast Agent for Radiographic Imaging [EPC]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iodine, amoxicillin, vancomycin, sulfur, erythromycin	amoxicillin	1	Map		723	Amoxicillin	CHEM	Chemicals & Drugs	N0000005840	Amoxicillin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	804826J2HU	AMOXICILLIN
iodine, amoxicillin, vancomycin, sulfur, erythromycin	erythromycin	1	Map		4053	Erythromycin	CHEM	Chemicals & Drugs	N0000007133	Erythromycin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	63937KV33D	ERYTHROMYCIN
iodine, amoxicillin, vancomycin, sulfur, erythromycin	iodine	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000007802	Iodine Compounds [Chemical/Ingredient]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iodine, amoxicillin, vancomycin, sulfur, erythromycin	sulfur	1	Map		10223	Sulfur	CHEM	Chemicals & Drugs	N0000008048	Sulfonamides [Chemical/Ingredient]	CHEM	Chemicals & Drugs	70FD1KFU70	SULFUR
iodine, amoxicillin, vancomycin, sulfur, erythromycin	vancomycin	1	Map		11124	Vancomycin	CHEM	Chemicals & Drugs	N0000006271	Vancomycin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	6Q205EH1VU	VANCOMYCIN
iodine, contrasr	iodine, contrasr	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000007802	Iodine Compounds [Chemical/Ingredient]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iodine, contrasr	iodine, contrasr	1	Map						N0000175867	Iodinated Contrast Agent for Radiographic Imaging [EPC]	CHEM	Chemicals & Drugs		
IODINE, PCN, CODEINE	CODEINE	2	Map		2670	Codeine	CHEM	Chemicals & Drugs	N0000006691	Codeine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	Q830PW7520	CODEINE
IODINE, PCN, CODEINE	IODINE	2	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000007802	Iodine Compounds [Chemical/Ingredient]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
IODINE, PCN, CODEINE	PCN	2	Map		70618	Penicillin	CHEM	Chemicals & Drugs	N0000179370	Penicillin [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
iodine, Shellfish, PCN, clindamyacin, Steri Strips	clindamyacin	2	Map		2582	Clindamycin	CHEM	Chemicals & Drugs	N0000008083	Clindamycin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	3U02EL437C	CLINDAMYCIN
iodine, Shellfish, PCN, clindamyacin, Steri Strips	iodine	2	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000007802	Iodine Compounds [Chemical/Ingredient]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iodine, Shellfish, PCN, clindamyacin, Steri Strips	PCN	2	Map		70618	Penicillin	CHEM	Chemicals & Drugs	N0000179370	Penicillin [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
iodine, Shellfish, PCN, clindamyacin, Steri Strips	Shellfish	2	Map						N0000185020	Shellfish Proteins [Chemical/Ingredient]	CHEM	Chemicals & Drugs	1G4F72G3PH	SHELLFISH, UNSPECIFIED
iodine, Shellfish, PCN, clindamyacin, Steri Strips	Steri Strips	2	Text annotation only											
iodine, vancomycin	iodine	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000007802	Iodine Compounds [Chemical/Ingredient]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iodine, vancomycin	vancomycin	1	Map		11124	Vancomycin	CHEM	Chemicals & Drugs	N0000006271	Vancomycin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	6Q205EH1VU	VANCOMYCIN
iodine,ace inhibitors	ace inhibitors	1	Map						N0000029130	[CV800] ACE INHIBITORS	CHEM	Chemicals & Drugs		
iodine,ace inhibitors	iodine	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000007802	Iodine Compounds [Chemical/Ingredient]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iodine/dye	iodine/dye	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000175867	Iodinated Contrast Agent for Radiographic Imaging [EPC]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iodine-xray dye	iodine-xray dye	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000175867	Iodinated Contrast Agent for Radiographic Imaging [EPC]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
Iodione contrast dye	Iodione contrast dye	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000175867	Iodinated Contrast Agent for Radiographic Imaging [EPC]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iodized salt	iodized salt	1	Map	Suggest adding text annotation	5933	Iodine	CHEM	Chemicals & Drugs	N0000007802	Iodine Compounds [Chemical/Ingredient]	CHEM	Chemicals & Drugs	451W47IQ8X	SODIUM CHLORIDE
Iron	Iron	1	Map		90176	Iron	CHEM	Chemicals & Drugs	N0000006237	Iron [Chemical/Ingredient]	CHEM	Chemicals & Drugs	E1UOL152H7	IRON
iron containing compound	iron containing compound	1	Map		90176	Iron	CHEM	Chemicals & Drugs	N0000006237	Iron [Chemical/Ingredient]	CHEM	Chemicals & Drugs	E1UOL152H7	IRON
IRON IV DYE	IRON	1	Map		90176	Iron	CHEM	Chemicals & Drugs	N0000006237	Iron [Chemical/Ingredient]	CHEM	Chemicals & Drugs	E1UOL152H7	IRON
IRON IV DYE	IV DYE	1	Map						N0000180185	Radiographic Contrast Agent [EPC]	CHEM	Chemicals & Drugs		
iron sulfate	iron sulfate	1	Map		24947	ferrous sulfate	CHEM	Chemicals & Drugs	N0000146077	IRON (AS FERROUS SULFATE)	CHEM	Chemicals & Drugs	2IDP3X9OUD	FERROUS SULFATE ANHYDROUS
isofloraine	isofloraine	1	Map		6026	Isoflurane	CHEM	Chemicals & Drugs	N0000006307	Isoflurane [Chemical/Ingredient]	CHEM	Chemicals & Drugs	CYS9AKD70P	ISOFLURANE
ISOSORBIDE	ISOSORBIDE	1	Map		6057	Isosorbide	CHEM	Chemicals & Drugs	N0000006345	Isosorbide [Chemical/Ingredient]	CHEM	Chemicals & Drugs	WXR179L51S	ISOSORBIDE
iv  contrast dye	iv  contrast dye	2	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000180185	Radiographic Contrast Agent [EPC]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
IV abx	IV abx	1	Map	Suggest adding text annotation					N0000029074	[AM000] ANTIMICROBIALS	CHEM	Chemicals & Drugs		
IV blood pressure med	IV blood pressure med	2	Text annotation only											
iv cat scan dye	iv cat scan dye	1	Map						N0000180185	Radiographic Contrast Agent [EPC]	CHEM	Chemicals & Drugs		
iv constast dye	iv constast dye	1	Map						N0000180185	Radiographic Contrast Agent [EPC]	CHEM	Chemicals & Drugs		
IV CONTRAST	IV CONTRAST	28	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000180185	Radiographic Contrast Agent [EPC]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
IV contrast dye	IV contrast dye	17	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000180185	Radiographic Contrast Agent [EPC]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
IV contrast dye, per pt.	IV contrast dye, per pt.	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000180185	Radiographic Contrast Agent [EPC]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iv contrast, pcn, adhesive tape, iodine	adhesive tape	1	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
iv contrast, pcn, adhesive tape, iodine	iodine	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000007802	Iodine Compounds [Chemical/Ingredient]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iv contrast, pcn, adhesive tape, iodine	iv contrast	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000180185	Radiographic Contrast Agent [EPC]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iv contrast, pcn, adhesive tape, iodine	pcn	1	Map		70618	Penicillin	CHEM	Chemicals & Drugs	N0000179370	Penicillin [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
IV CONTRAST/IODINE	IV CONTRAST/IODINE	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000175867	Iodinated Contrast Agent for Radiographic Imaging [EPC]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iv contrst dye	iv contrst dye	1	Map						N0000175867	Iodinated Contrast Agent for Radiographic Imaging [EPC]	CHEM	Chemicals & Drugs		
iv dye	iv dye	74	Map						N0000180185	Radiographic Contrast Agent [EPC]	CHEM	Chemicals & Drugs		
IV dye contrast	IV dye contrast	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000180185	Radiographic Contrast Agent [EPC]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iv dye, antibiotics	antibiotics	1	Map						N0000029074	[AM000] ANTIMICROBIALS	CHEM	Chemicals & Drugs		
iv dye, antibiotics	iv dye	1	Map						N0000180185	Radiographic Contrast Agent [EPC]	CHEM	Chemicals & Drugs		
iv dye, betablockers	betablockers	1	Map						N0000000161	Adrenergic beta-Antagonists [MoA]	PHYS	Physiology		
iv dye, betablockers	iv dye	1	Map						N0000180185	Radiographic Contrast Agent [EPC]	CHEM	Chemicals & Drugs		
IV Iodine	IV Iodine	10	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000007802	Iodine Compounds [Chemical/Ingredient]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
IV IODINE (IVP DYE)	IV IODINE (IVP DYE)	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000175867	Iodinated Contrast Agent for Radiographic Imaging [EPC]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iv iodine based contrast	iv iodine based contrast	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000175867	Iodinated Contrast Agent for Radiographic Imaging [EPC]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iv iodine contrast	iv iodine contrast	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000175867	Iodinated Contrast Agent for Radiographic Imaging [EPC]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iv iodine contrast dye	iv iodine contrast dye	26	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000175867	Iodinated Contrast Agent for Radiographic Imaging [EPC]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
iv iron	iv iron	4	Map		90176	Iron	CHEM	Chemicals & Drugs	N0000006237	Iron [Chemical/Ingredient]	CHEM	Chemicals & Drugs	E1UOL152H7	IRON
IV pain med	IV pain med	1	Map						N0000029133	[CN100] ANALGESICS	CHEM	Chemicals & Drugs		
iv thiamine	iv thiamine	1	Map		10454	Thiamine	CHEM	Chemicals & Drugs	N0000007147	Thiamine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	X66NSO3N35	THIAMINE
latex, shellfish	shellfish	1	Map						N0000185020	Shellfish Proteins [Chemical/Ingredient]	CHEM	Chemicals & Drugs	1G4F72G3PH	SHELLFISH, UNSPECIFIED
latex/adhesive tape	adhesive tape	1	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
latex/adhesive tape	latex	1	Map		1314891	Latex	CHEM	Chemicals & Drugs	N0000007394	Latex [Chemical/Ingredient]	CHEM	Chemicals & Drugs	2LQ0UUW8IN	NATURAL LATEX RUBBER
Latix	Latix	1	Map		1314891	Latex	CHEM	Chemicals & Drugs	N0000007394	Latex [Chemical/Ingredient]	CHEM	Chemicals & Drugs	2LQ0UUW8IN	NATURAL LATEX RUBBER
latx	latx	1	Map		1314891	Latex	CHEM	Chemicals & Drugs	N0000007394	Latex [Chemical/Ingredient]	CHEM	Chemicals & Drugs	2LQ0UUW8IN	NATURAL LATEX RUBBER
laxatives	laxatives	1	Map						N0000029170	[GA200] LAXATIVES	CHEM	Chemicals & Drugs		
leather	leather	1	Text annotation only											
leather glue	glue	1	Text annotation only											
leather glue	leather	1	Text annotation only											
Ledor	Ledor	1	Map		82122	Levofloxacin	CHEM	Chemicals & Drugs	N0000179456	Levofloxacin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	6GNT3Y5LMF	LEVOFLOXACIN
Leeche fruit	Leeche fruit	1	Map	Close map	1307049	Litchi fruit extract	CHEM	Chemicals & Drugs						
legumes	legumes	4	Map		319829	Legume preparation	CHEM	Chemicals & Drugs						
lemon	lemon	1	Map		1364291	Lemon extract	CHEM	Chemicals & Drugs	N0000022933	LEMON	OBJC	Objects	24RS0A988O	LEMON
Lemons	Lemons	1	Map		1364291	Lemon extract	CHEM	Chemicals & Drugs	N0000022933	LEMON	OBJC	Objects	24RS0A988O	LEMON
Leschol	Leschol	1	Map		41127	fluvastatin	CHEM	Chemicals & Drugs	N0000007446	fluvastatin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	4L066368AS	FLUVASTATIN
lettuce	lettuce	6	Text annotation only										5PO6NN3RRJ	LETTUCE
levaquin	levaquin	42	Map		82122	Levofloxacin	CHEM	Chemicals & Drugs	N0000179456	Levofloxacin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	6GNT3Y5LMF	LEVOFLOXACIN
levaquinj	levaquinj	1	Map		82122	Levofloxacin	CHEM	Chemicals & Drugs	N0000179456	Levofloxacin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	6GNT3Y5LMF	LEVOFLOXACIN
levophed	levophed	1	Map		7512	Norepinephrine	CHEM	Chemicals & Drugs	N0000007426	Norepinephrine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	IFY5PE3ZRW	NOREPINEPHRINE BITARTRATE
LEVOQUIN	LEVOQUIN	2	Map		82122	Levofloxacin	CHEM	Chemicals & Drugs	N0000179456	Levofloxacin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	6GNT3Y5LMF	LEVOFLOXACIN
levsesix	levsesix	1	Do not map	Meaning unclear										
lexapro	lexapro	1	Map		321988	Escitalopram	CHEM	Chemicals & Drugs	N0000022289	ESCITALOPRAM	CHEM	Chemicals & Drugs	5U85DBW7LO	ESCITALOPRAM OXALATE
libvid	libvid	1	Map		153970	Hyoscyamine	CHEM	Chemicals & Drugs	N0000189428	Hyoscyamine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	PX44XO846X	HYOSCYAMINE
licorice	licorice	2	Map		1370435	Glycyrrhiza glabra extract	CHEM	Chemicals & Drugs	N0000021420	LICORICE	CHEM	Chemicals & Drugs	61ZBX54883	LICORICE
lidocaine	lidocaine	12	Map		6387	Lidocaine	CHEM	Chemicals & Drugs	N0000006071	Lidocaine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	98PI200987	LIDOCAINE
lima beans	lima beans	1	Map	Suggest adding text annotation	1370773	Bean extract	CHEM	Chemicals & Drugs					112YH1ZMX2	LIMA BEAN
lincosine	lincosine	1	Map		6398	Lincomycin	CHEM	Chemicals & Drugs	N0000006123	Lincomycin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	BOD072YW0F	LINCOMYCIN
lineazolide (zyvox)	lineazolide (zyvox)	2	Map		190376	linezolid	CHEM	Chemicals & Drugs	N0000006027	Linezolid [Chemical/Ingredient]	CHEM	Chemicals & Drugs	ISQ9I6J12J	LINEZOLID
lipitor	lipitor	5	Map		83367	atorvastatin	CHEM	Chemicals & Drugs	N0000022046	ATORVASTATIN	CHEM	Chemicals & Drugs	48A5M73Z4Q	ATORVASTATIN CALCIUM TRIHYDRATE
LIQUID	LIQUID	1	Do not map	Meaning unclear										
liquid adhesive	liquid adhesive	2	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
lisinopril	lisinopril	8	Map		29046	Lisinopril	CHEM	Chemicals & Drugs	N0000006450	Lisinopril [Chemical/Ingredient]	CHEM	Chemicals & Drugs	E7199S1YWR	LISINOPRIL
lithobid	lithobid	1	Map		6448	Lithium	CHEM	Chemicals & Drugs	N0000166224	Lithium [Chemical/Ingredient]	CHEM	Chemicals & Drugs	2BMD2GNA4V	LITHIUM CARBONATE
liver	liver	2	Map		6459	Liver Extract	CHEM	Chemicals & Drugs	N0000145839	LIVER	CHEM	Chemicals & Drugs		
liver (food)	liver (food)	1	Map		6459	Liver Extract	CHEM	Chemicals & Drugs	N0000145839	LIVER	CHEM	Chemicals & Drugs		
lobster	lobster	5	Map	Suggest adding text annotation					N0000185020	Shellfish Proteins [Chemical/Ingredient]	CHEM	Chemicals & Drugs	ZQ6LG2C39M	LOBSTER, UNSPECIFIED
lobster, crab	crab	1	Map	Suggest adding text annotation	892610	crab allergenic extract	CHEM	Chemicals & Drugs	N0000185020	Shellfish Proteins [Chemical/Ingredient]	CHEM	Chemicals & Drugs	1G4F72G3PH	SHELLFISH, UNSPECIFIED
lobster, crab	lobster	1	Map	Suggest adding text annotation					N0000185020	Shellfish Proteins [Chemical/Ingredient]	CHEM	Chemicals & Drugs	ZQ6LG2C39M	LOBSTER, UNSPECIFIED
Local anesthesia	Local anesthesia	2	Map						N0000175539	Local Anesthetic [EPC]	CHEM	Chemicals & Drugs		
Local Anesthetic, Possibly Novacaine	Local Anesthetic, Possibly Novacaine	1	Map						N0000175539	Local Anesthetic [EPC]	CHEM	Chemicals & Drugs		
Local anesthetics	Local anesthetics	1	Map						N0000175539	Local Anesthetic [EPC]	CHEM	Chemicals & Drugs		
Lodiene	Lodiene	1	Map		24605	Etodolac	CHEM	Chemicals & Drugs	N0000006249	Etodolac [Chemical/Ingredient]	CHEM	Chemicals & Drugs	2M36281008	ETODOLAC
lodine	lodine	2	Map		24605	Etodolac	CHEM	Chemicals & Drugs	N0000006249	Etodolac [Chemical/Ingredient]	CHEM	Chemicals & Drugs	2M36281008	ETODOLAC
lomotil	lomotil	1	Map		594040	Atropine / Diphenoxylate	CHEM	Chemicals & Drugs	N0000020140	ATROPINE/DIPHENOXYLATE	CHEM	Chemicals & Drugs		
lopid	lopid	2	Map		4719	Gemfibrozil	CHEM	Chemicals & Drugs	N0000007039	Gemfibrozil [Chemical/Ingredient]	CHEM	Chemicals & Drugs	Q8X02027X3	GEMFIBROZIL
lopressor	lopressor	2	Map		6918	Metoprolol	CHEM	Chemicals & Drugs	N0000007508	Metoprolol [Chemical/Ingredient]	CHEM	Chemicals & Drugs	W5S57Y3A5L	METOPROLOL TARTRATE
lorabid	lorabid	1	Map		28981	loracarbef	CHEM	Chemicals & Drugs	N0000005031	loracarbef [Chemical/Ingredient]	CHEM	Chemicals & Drugs	3X11EVM5SU	LORACARBEF
loratab	loratab	1	Map		214182	Acetaminophen / Hydrocodone	CHEM	Chemicals & Drugs	N0000020398	ACETAMINOPHEN/HYDROCODONE	CHEM	Chemicals & Drugs		
lorazapram	lorazapram	1	Map		6470	Lorazepam	CHEM	Chemicals & Drugs	N0000007094	Lorazepam [Chemical/Ingredient]	CHEM	Chemicals & Drugs	O26FZP769L	LORAZEPAM
Lorazepam	Lorazepam	1	Map		6470	Lorazepam	CHEM	Chemicals & Drugs	N0000007094	Lorazepam [Chemical/Ingredient]	CHEM	Chemicals & Drugs	O26FZP769L	LORAZEPAM
lorbid	lorbid	1	Map		28981	loracarbef	CHEM	Chemicals & Drugs	N0000005031	loracarbef [Chemical/Ingredient]	CHEM	Chemicals & Drugs	3X11EVM5SU	LORACARBEF
