Allergy_Free_Text_Description	Mention	Use Count	DECISION	Comment	RxNorm_CUI	RxNorm_Name	UMLS_CUI_2	NDFRT_Full_Name	UNII_Code	UNII_Display_Name	SNOMED_CONCEPTID	SNOMED_FSN	UMLS_CUI
Ilasone	Ilasone	1	Map		4053	Erythromycin	C0014806	Erythromycin [Chemical/Ingredient]	63937KV33D	ERYTHROMYCIN	372694001	Erythromycin (substance)	C0014806
ilesone	ilesone	1	Map		4053	Erythromycin	C0014806	Erythromycin [Chemical/Ingredient]	63937KV33D	ERYTHROMYCIN	372694001	Erythromycin (substance)	C0014806
illizone	illizone	1	Map		4053	Erythromycin	C0014806	Erythromycin [Chemical/Ingredient]	63937KV33D	ERYTHROMYCIN	372694001	Erythromycin (substance)	C0014806
illosone	illosone	2	Map		4053	Erythromycin	C0014806	Erythromycin [Chemical/Ingredient]	63937KV33D	ERYTHROMYCIN	372694001	Erythromycin (substance)	C0014806
ILOSONE	ILOSONE	3	Map		4053	Erythromycin	C0014809	Erythromycin [Chemical/Ingredient]	XRJ2P631HP	ERYTHROMYCIN ESTOLATE	372694001	Erythromycin (substance)	C0014806
imdur	imdur	1	Map		6057	Isosorbide	C0064079	Isosorbide [Chemical/Ingredient]	LX1OH63030	ISOSORBIDE MONONITRATE	386853004	Isosorbide (substance)	C0022251
imetrex	imetrex	1	Map		37418	Sumatriptan	C0075632	Sumatriptan [Chemical/Ingredient]	8R78F6L9VO	SUMATRIPTAN	395892000	Sumatriptan (substance)	C0075632
imfereon	imfereon	1	Map		5992	Iron-Dextran Complex	C0022092	Iron-Dextran Complex [Chemical/Ingredient]	95HR524N2M	IRON DEXTRAN	387118003	Iron dextran (substance)	C0022092
imferon	imferon	1	Map		5992	Iron-Dextran Complex	C0022092	Iron-Dextran Complex [Chemical/Ingredient]	95HR524N2M	IRON DEXTRAN	387118003	Iron dextran (substance)	C0022092
IMIPEMEN TESTED OK	IMIPEMEN TESTED OK	1	Text annotation only										
imitrax	imitrax	1	Map		37418	Sumatriptan	C0075632	Sumatriptan [Chemical/Ingredient]	8R78F6L9VO	SUMATRIPTAN	395892000	Sumatriptan (substance)	C0075632
Imitrex	Imitrex	3	Map		37418	Sumatriptan	C0075632	Sumatriptan [Chemical/Ingredient]	8R78F6L9VO	SUMATRIPTAN	395892000	Sumatriptan (substance)	C0075632
IMMODIUM	IMMODIUM	1	Map		6468	Loperamide	C0023992	Loperamide [Chemical/Ingredient]	6X9OC3H4II	LOPERAMIDE	387040009	Loperamide (substance)	C0023992
imuran	imuran	1	Map		1256	Azathioprine	C0004482	Azathioprine [Chemical/Ingredient]	MRK240IY2L	AZATHIOPRINE	372574004	Azathioprine (substance)	C0004482
IMURIN	IMURIN	1	Map		1256	Azathioprine	C0004482	Azathioprine [Chemical/Ingredient]	MRK240IY2L	AZATHIOPRINE	372574004	Azathioprine (substance)	C0004482
INAPSIN	INAPSIN	1	Map		3648	Droperidol	C0013136	Droperidol [Chemical/Ingredient]	O9U0F09D5X	DROPERIDOL	387146001	Droperidol (substance)	C0013136
inapsine	inapsine	3	Map		3648	Droperidol	C0013136	Droperidol [Chemical/Ingredient]	O9U0F09D5X	DROPERIDOL	387146001	Droperidol (substance)	C0013136
inderal	inderal	1	Map		8787	Propranolol	C0282321	Propranolol [Chemical/Ingredient]	F8A3652H1V	PROPRANOLOL HYDROCHLORIDE	372772003	Propranolol (substance)	C0033497
indochron	indochron	1	Map		5781	Indomethacin	C0021246	Indomethacin [Chemical/Ingredient]	XXE1CET956	INDOMETHACIN	373513008	Indometacin (substance)	C0021246
Indocin	Indocin	2	Map		5781	Indomethacin	C0021246	Indomethacin [Chemical/Ingredient]	XXE1CET956	INDOMETHACIN	373513008	Indometacin (substance)	C0021246
indocine	indocine	1	Map		5781	Indomethacin	C0021246	Indomethacin [Chemical/Ingredient]	XXE1CET956	INDOMETHACIN	373513008	Indometacin (substance)	C0021246
inectin	inectin	1	Text annotation only	Meaning unclear									
infed	infed	1	Map		5992	Iron-Dextran Complex	C0022092	Iron-Dextran Complex [Chemical/Ingredient]	95HR524N2M	IRON DEXTRAN	387118003	Iron dextran (substance)	C0022092
influenza shot	influenza shot	1	Map				C0021403	Influenza Vaccines [Chemical/Ingredient]			396425006	Influenza virus vaccine (substance)	C0021403
influenza vaccine	influenza vaccine	1	Map				C0021403	Influenza Vaccines [Chemical/Ingredient]			396425006	Influenza virus vaccine (substance)	C0021403
inh	inh	1	Map		6038	isoniazid	C0022209	Isoniazid [Chemical/Ingredient]	V83O1VOZ8L	ISONIAZID	387472004	Isoniazid (substance)	C0022209
injectable iodine	injectable iodine	1	Map		5933	Iodine	C0021968	Iodine Compounds [Chemical/Ingredient]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
INJECTED STEROIDS	INJECTED STEROIDS	1	Map				C3536709	Corticosteroid [EPC]					C3536709
innervar	innervar	1	Map		49991	Droperidol / Fentanyl	C0117480	DROPERIDOL/FENTANYL					C0117480
Innovar	Innovar	1	Map		49991	Droperidol / Fentanyl	C0117480	DROPERIDOL/FENTANYL					C0117480
Insect bites	Insect bites	1	Map	Close map			C0770740	INSECT					C0770740
insect stings	insect stings	1	Map	Close map			C0981975	ALLERGENIC EXTRACT, STINGING INSECT VENOMS					C0981975
insulin	insulin	1	Map				C3537244	Insulins [Chemical/Ingredient]			67866001	Insulin (substance)	C0021641
interferon	interferon	1	Map				C0021747	Interferons [Chemical/Ingredient]			49327004	Interferon (substance)	C0021747
intolerance to cough medicine	intolerance to cough medicine	1	Map	Suggest adding text annotation			C0003449	Antitussive Agent [TC]			372791003	Antitussive agent (substance)	C0003449
intravenous dye	intravenous dye	2	Map				C2917425	Radiographic Contrast Agent [EPC]					C2917425
intravenous push dye	intravenous push dye	1	Map				C2917425	Radiographic Contrast Agent [EPC]					C2917425
Intugel	Intugel	1	Text annotation only	Meaning unclear									
iodaform guaze	iodaform guaze	1	Map		27748	iodoform	C0063779		KXI2J76489	IODOFORM	46257009	Triiodomethane (substance)	C0063779
iodeine	iodeine	1	Map		5933	Iodine	C0021968	Iodine Compounds [Chemical/Ingredient]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iodinated contrast	iodinated contrast	2	Map		5933	Iodine	C0021968	Iodinated Contrast Agent for Radiographic Imaging [EPC]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iodine	iodine	167	Map		5933	Iodine	C0021968	Iodine Compounds [Chemical/Ingredient]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iodine (iv/topical)	iodine (iv/topical)	1	Map		5933	Iodine	C0021968	Iodine Compounds [Chemical/Ingredient]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
Iodine and shellfish, NOT PCN as previously noted	Iodine	2	Map		5933	Iodine	C0021968	Iodine Compounds [Chemical/Ingredient]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
Iodine and shellfish, NOT PCN as previously noted	shellfish	2	Map				C1304606	Shellfish Proteins [Chemical/Ingredient]	1G4F72G3PH	SHELLFISH, UNSPECIFIED	735029006	Shellfish (substance)	C1304606
iodine containing compounds	iodine containing compounds	1	Map		5933	Iodine	C0021968	Iodine Compounds [Chemical/Ingredient]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iodine contast	iodine contast	1	Map		5933	Iodine	C0021968	Iodinated Contrast Agent for Radiographic Imaging [EPC]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iodine contrast	iodine contrast	5	Map		5933	Iodine	C0021968	Iodinated Contrast Agent for Radiographic Imaging [EPC]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iodine contrast allergy	iodine contrast allergy	4	Map		5933	Iodine	C0021968	Iodinated Contrast Agent for Radiographic Imaging [EPC]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iodine contrast dye	iodine contrast dye	11	Map		5933	Iodine	C0021968	Iodinated Contrast Agent for Radiographic Imaging [EPC]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iodine dye	iodine dye	13	Map		5933	Iodine	C0021968	Iodinated Contrast Agent for Radiographic Imaging [EPC]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iodine dye contrast	iodine dye contrast	1	Map		5933	Iodine	C0021968	Iodinated Contrast Agent for Radiographic Imaging [EPC]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iodine for injection	iodine for injection	1	Map		5933	Iodine	C0021968	Iodine Compounds [Chemical/Ingredient]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iodine injectable	iodine injectable	2	Map		5933	Iodine	C0021968	Iodine Compounds [Chemical/Ingredient]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
IODINE INJECTION	IODINE INJECTION	1	Map		5933	Iodine	C0021968	Iodine Compounds [Chemical/Ingredient]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
Iodine IV	Iodine IV	3	Map		5933	Iodine	C0021968	Iodine Compounds [Chemical/Ingredient]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iodine iv contrast	iodine iv contrast	3	Map		5933	Iodine	C0021968	Iodinated Contrast Agent for Radiographic Imaging [EPC]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iodine iv contrast dye	iodine iv contrast dye	7	Map		5933	Iodine	C0021968	Iodinated Contrast Agent for Radiographic Imaging [EPC]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
Iodine IV Dye	Iodine IV Dye	2	Map		5933	Iodine	C0021968	Iodinated Contrast Agent for Radiographic Imaging [EPC]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iodine po	iodine po	1	Map		5933	Iodine	C0021968	Iodine Compounds [Chemical/Ingredient]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iodine potassium dye	iodine potassium dye	1	Map		5933	Iodine	C0021968	Iodine Compounds [Chemical/Ingredient]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
IODINE VIA IV	IODINE VIA IV	1	Map		5933	Iodine	C0021968	Iodinated Contrast Agent for Radiographic Imaging [EPC]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iodine, amoxicillin, vancomycin, sulfur, erythromycin	amoxicillin	1	Map		723	Amoxicillin	C0002645	Amoxicillin [Chemical/Ingredient]	804826J2HU	AMOXICILLIN	372687004	Amoxicillin (substance)	C0002645
iodine, amoxicillin, vancomycin, sulfur, erythromycin	erythromycin	1	Map		4053	Erythromycin	C0014806	Erythromycin [Chemical/Ingredient]	63937KV33D	ERYTHROMYCIN	372694001	Erythromycin (substance)	C0014806
iodine, amoxicillin, vancomycin, sulfur, erythromycin	iodine	1	Map		5933	Iodine	C0021968	Iodine Compounds [Chemical/Ingredient]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iodine, amoxicillin, vancomycin, sulfur, erythromycin	sulfur	1	Map		10223	Sulfur	C2348286	Sulfonamides [Chemical/Ingredient]	70FD1KFU70	SULFUR	43735007	Sulfur (substance)	C0038774
iodine, amoxicillin, vancomycin, sulfur, erythromycin	vancomycin	1	Map		11124	Vancomycin	C0042313	Vancomycin [Chemical/Ingredient]	6Q205EH1VU	VANCOMYCIN	372735009	Vancomycin (substance)	C0042313
iodine, contrasr	iodine, contrasr	1	Map				C2917375	Iodinated Contrast Agent for Radiographic Imaging [EPC]			44588005	Iodine (substance)	C0021968
iodine, contrasr	iodine, contrasr	1	Map		5933	Iodine	C0021968	Iodine Compounds [Chemical/Ingredient]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
IODINE, PCN, CODEINE	CODEINE	2	Map		2670	Codeine	C0009214	Codeine [Chemical/Ingredient]	Q830PW7520	CODEINE	387494007	Codeine (substance)	C0009214
IODINE, PCN, CODEINE	IODINE	2	Map		5933	Iodine	C0021968	Iodine Compounds [Chemical/Ingredient]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
IODINE, PCN, CODEINE	PCN	2	Map		70618	Penicillin	C0220892	Penicillin [Chemical/Ingredient]			764146007	Penicillin (substance)	C0220892
iodine, Shellfish, PCN, clindamyacin, Steri Strips	clindamyacin	2	Map		2582	Clindamycin	C0008947	Clindamycin [Chemical/Ingredient]	3U02EL437C	CLINDAMYCIN	372786004	Clindamycin (substance)	C0008947
iodine, Shellfish, PCN, clindamyacin, Steri Strips	iodine	2	Map		5933	Iodine	C0021968	Iodine Compounds [Chemical/Ingredient]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iodine, Shellfish, PCN, clindamyacin, Steri Strips	PCN	2	Map		70618	Penicillin	C0220892	Penicillin [Chemical/Ingredient]			764146007	Penicillin (substance)	C0220892
iodine, Shellfish, PCN, clindamyacin, Steri Strips	Shellfish	2	Map				C1304606	Shellfish Proteins [Chemical/Ingredient]	1G4F72G3PH	SHELLFISH, UNSPECIFIED	735029006	Shellfish (substance)	C1304606
iodine, Shellfish, PCN, clindamyacin, Steri Strips	Steri Strips	2	Text annotation only								5041003	Adhesive strip, device (physical object)	C0178962
iodine, vancomycin	iodine	1	Map		5933	Iodine	C0021968	Iodine Compounds [Chemical/Ingredient]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iodine, vancomycin	vancomycin	1	Map		11124	Vancomycin	C0042313	Vancomycin [Chemical/Ingredient]	6Q205EH1VU	VANCOMYCIN	372735009	Vancomycin (substance)	C0042313
iodine,ace inhibitors	ace inhibitors	1	Map				C0003015	[CV800] ACE INHIBITORS			372733002	Angiotensin-converting enzyme inhibitor agent (substance)	C0003015
iodine,ace inhibitors	iodine	1	Map		5933	Iodine	C0021968	Iodine Compounds [Chemical/Ingredient]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iodine/dye	iodine/dye	1	Map		5933	Iodine	C0021968	Iodinated Contrast Agent for Radiographic Imaging [EPC]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iodine-xray dye	iodine-xray dye	1	Map		5933	Iodine	C0021968	Iodinated Contrast Agent for Radiographic Imaging [EPC]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
Iodione contrast dye	Iodione contrast dye	1	Map		5933	Iodine	C0021968	Iodinated Contrast Agent for Radiographic Imaging [EPC]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iodized salt	iodized salt	1	Map	Suggest adding text annotation	5933	Iodine	C0037494	Iodine Compounds [Chemical/Ingredient]	451W47IQ8X	SODIUM CHLORIDE	442801000124100	Iodized salt (substance)	C0063758
Iron	Iron	1	Map		90176	Iron	C0302583	Iron [Chemical/Ingredient]	E1UOL152H7	IRON	3829006	Iron (substance)	C0302583
iron containing compound	iron containing compound	1	Map		90176	Iron	C0302583	Iron [Chemical/Ingredient]	E1UOL152H7	IRON	3829006	Iron (substance)	C0302583
IRON IV DYE	IRON	1	Map		90176	Iron	C0302583	Iron [Chemical/Ingredient]	E1UOL152H7	IRON	3829006	Iron (substance)	C0302583
IRON IV DYE	IV DYE	1	Map				C2917425	Radiographic Contrast Agent [EPC]			385420005	Contrast media (substance)	C0009924
iron sulfate	iron sulfate	1	Map		24947	ferrous sulfate	C2700174	IRON (AS FERROUS SULFATE)	2IDP3X9OUD	FERROUS SULFATE ANHYDROUS	387402000	Ferrous sulfate (substance)	C0060282
isofloraine	isofloraine	1	Map		6026	Isoflurane	C0022180	Isoflurane [Chemical/Ingredient]	CYS9AKD70P	ISOFLURANE	387368002	Isoflurane (substance)	C0022180
ISOSORBIDE	ISOSORBIDE	1	Map		6057	Isosorbide	C0022251	Isosorbide [Chemical/Ingredient]	WXR179L51S	ISOSORBIDE	386853004	Isosorbide (substance)	C0022251
iv  contrast dye	iv  contrast dye	2	Map		5933	Iodine	C0021968	Radiographic Contrast Agent [EPC]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
IV abx	IV abx	1	Map	Suggest adding text annotation			C1136254	[AM000] ANTIMICROBIALS			250428009	Antimicrobial substance (substance)	C1136254
IV blood pressure med	IV blood pressure med	2	Text annotation only										
iv cat scan dye	iv cat scan dye	1	Map				C2917425	Radiographic Contrast Agent [EPC]			385420005	Contrast media (substance)	C0009924
iv constast dye	iv constast dye	1	Map				C2917425	Radiographic Contrast Agent [EPC]			385420005	Contrast media (substance)	C0009924
IV CONTRAST	IV CONTRAST	28	Map		5933	Iodine	C0021968	Radiographic Contrast Agent [EPC]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
IV contrast dye	IV contrast dye	17	Map		5933	Iodine	C0021968	Radiographic Contrast Agent [EPC]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
IV contrast dye, per pt.	IV contrast dye, per pt.	1	Map		5933	Iodine	C0021968	Radiographic Contrast Agent [EPC]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iv contrast, pcn, adhesive tape, iodine	adhesive tape	1	Map	Suggest adding text annotation			C0982135	ELASTIC ADHESIVE			84756000	Adhesive tape, device (physical object)	C0001514
iv contrast, pcn, adhesive tape, iodine	iodine	1	Map		5933	Iodine	C0021968	Iodine Compounds [Chemical/Ingredient]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iv contrast, pcn, adhesive tape, iodine	iv contrast	1	Map		5933	Iodine	C0021968	Radiographic Contrast Agent [EPC]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iv contrast, pcn, adhesive tape, iodine	pcn	1	Map		70618	Penicillin	C0220892	Penicillin [Chemical/Ingredient]			764146007	Penicillin (substance)	C0220892
IV CONTRAST/IODINE	IV CONTRAST/IODINE	1	Map		5933	Iodine	C0021968	Iodinated Contrast Agent for Radiographic Imaging [EPC]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iv contrst dye	iv contrst dye	1	Map				C2917375	Iodinated Contrast Agent for Radiographic Imaging [EPC]			385420005	Contrast media (substance)	C0009924
iv dye	iv dye	74	Map				C2917425	Radiographic Contrast Agent [EPC]			385420005	Contrast media (substance)	C0009924
IV dye contrast	IV dye contrast	1	Map		5933	Iodine	C0021968	Radiographic Contrast Agent [EPC]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iv dye, antibiotics	antibiotics	1	Map				C1136254	[AM000] ANTIMICROBIALS			250428009	Antimicrobial substance (substance)	C1136254
iv dye, antibiotics	iv dye	1	Map				C2917425	Radiographic Contrast Agent [EPC]			385420005	Contrast media (substance)	C0009924
iv dye, betablockers	betablockers	1	Map				C2757061	Adrenergic beta-Antagonists [MoA]			373254001	Substance with beta adrenergic receptor antagonist mechanism of action (substance)	C0001645
iv dye, betablockers	iv dye	1	Map				C2917425	Radiographic Contrast Agent [EPC]			385420005	Contrast media (substance)	C0009924
IV Iodine	IV Iodine	10	Map		5933	Iodine	C0021968	Iodine Compounds [Chemical/Ingredient]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
IV IODINE (IVP DYE)	IV IODINE (IVP DYE)	1	Map		5933	Iodine	C0021968	Iodinated Contrast Agent for Radiographic Imaging [EPC]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iv iodine based contrast	iv iodine based contrast	1	Map		5933	Iodine	C0021968	Iodinated Contrast Agent for Radiographic Imaging [EPC]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iv iodine contrast	iv iodine contrast	1	Map		5933	Iodine	C0021968	Iodinated Contrast Agent for Radiographic Imaging [EPC]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iv iodine contrast dye	iv iodine contrast dye	26	Map		5933	Iodine	C0021968	Iodinated Contrast Agent for Radiographic Imaging [EPC]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
iv iron	iv iron	4	Map		90176	Iron	C0302583	Iron [Chemical/Ingredient]	E1UOL152H7	IRON	3829006	Iron (substance)	C0302583
IV pain med	IV pain med	1	Map				C0002771	[CN100] ANALGESICS			373265006	Analgesic (substance)	C0002771
iv thiamine	iv thiamine	1	Map		10454	Thiamine	C0039840	Thiamine [Chemical/Ingredient]	X66NSO3N35	THIAMINE	259659006	Vitamin B1 (substance)	C0039840
IV/PO STEROIDS	IV/PO STEROIDS	1	Map				C3536709	Corticosteroid [EPC]			385420005	Contrast media (substance)	C0009924
IVDYE	IVDYE	1	Map				C2917425	Radiographic Contrast Agent [EPC]			385420005	Contrast media (substance)	C0009924
IVE DYE	IVE DYE	2	Map				C2917425	Radiographic Contrast Agent [EPC]			385420005	Contrast media (substance)	C0009924
IVORY SOAP	IVORY SOAP	1	Map				C0037392	SOAP			25780000	Soap (substance)	C0037392
ivp	ivp	1	Map				C2917425	Radiographic Contrast Agent [EPC]			385420005	Contrast media (substance)	C0009924
ivp  dye	ivp  dye	1	Map				C2917425	Radiographic Contrast Agent [EPC]			385420005	Contrast media (substance)	C0009924
IVP contrast	IVP contrast	1	Map				C2917425	Radiographic Contrast Agent [EPC]			385420005	Contrast media (substance)	C0009924
IVP Dye	IVP Dye	94	Map				C2917425	Radiographic Contrast Agent [EPC]			385420005	Contrast media (substance)	C0009924
IVP DYE, ACE INHIBITORS, IODINE	ACE INHIBITORS	1	Map				C0003015	[CV800] ACE INHIBITORS			372733002	Angiotensin-converting enzyme inhibitor agent (substance)	C0003015
IVP DYE, ACE INHIBITORS, IODINE	IODINE	1	Map		5933	Iodine	C0021968	Iodine Compounds [Chemical/Ingredient]	9679TC07X4	IODINE	44588005	Iodine (substance)	C0021968
IVP DYE, ACE INHIBITORS, IODINE	IVP DYE	1	Map				C2917425	Radiographic Contrast Agent [EPC]			385420005	Contrast media (substance)	C0009924
ivp dye, lasix	ivp dye	1	Map				C2917425	Radiographic Contrast Agent [EPC]			385420005	Contrast media (substance)	C0009924
ivp dye, lasix	lasix	1	Map		4603	Furosemide	C0016860	Furosemide [Chemical/Ingredient]	7LXU5N7ZO5	FUROSEMIDE	387475002	Furosemide (substance)	C0016860
ivp dye, zeroform, green soap	green soap	1	Map	Suggest adding text annotation			C0037392	SOAP			425780001	Green soap (substance)	C0595767
ivp dye, zeroform, green soap	ivp dye	1	Map				C2917425	Radiographic Contrast Agent [EPC]			385420005	Contrast media (substance)	C0009924
